order_id,user_id,product_id,order_date,quantity,amount,payment
O048646,U05375,P0062,2025-02-09,3,29.83,Wechat
O048647,U09027,P0162,2025-03-25,3,60.68,Wechat
O048648,U03192,P0052,2025-06-16,3,85.73,CreditCard
O048649,U07332,P0094,2025-01-16,4,10.2,CreditCard
O048650,U08782,P0024,2025-03-20,4,96.8,Alipay
O048651,U00437,P0043,2025-01-07,2,46.77,Alipay
O048652,U02135,P0141,2025-04-10,3,65.26,Wechat
O048653,U03838,P0109,2025-06-26,4,49.62,CreditCard
O048654,U08703,P0145,2025-02-28,2,80.34,Wechat
O048655,U00513,P0130,2025-05-28,1,72.08,Alipay
O048656,U02785,P0078,2025-06-17,3,19.03,CreditCard
O048657,U08794,P0130,2025-03-12,2,28.95,CreditCard
O048658,U00748,P0037,2025-05-23,2,33.77,CreditCard
O048659,U00244,P0184,2025-01-15,4,18.09,Alipay
O048660,U04608,P0136,2025-05-07,4,32.1,Wechat
O048661,U08687,P0142,2025-01-09,2,14.67,CreditCard
O048662,U07425,P0121,2025-03-25,4,27.72,Alipay
O048663,U09346,P0133,2025-06-17,2,69.88,Wechat
O048664,U04441,P0118,2025-05-07,3,73.7,Wechat
O048665,U07555,P0004,2025-04-08,4,18.1,CreditCard
O048666,U07695,P0141,2025-03-03,3,21.93,CreditCard
O048667,U06139,P0081,2025-04-11,1,71.54,CreditCard
O048668,U00041,P0079,2025-03-27,3,79.85,Wechat
O048669,U04481,P0026,2025-06-08,4,35.57,CreditCard
O048670,U01269,P0035,2025-05-03,3,81.74,Alipay
O048671,U01574,P0025,2025-02-04,3,63.73,CreditCard
O048672,U02641,P0145,2025-01-13,3,87.76,Alipay
O048673,U01614,P0016,2025-04-30,2,12.45,CreditCard
O048674,U04425,P0091,2025-03-05,3,41.41,Wechat
O048675,U00673,P0115,2025-04-18,1,29.41,CreditCard
O048676,U00355,P0087,2025-05-31,4,37.77,Alipay
O048677,U01416,P0110,2025-02-06,3,76.76,Wechat
O048678,U04753,P0104,2025-04-14,2,34.95,Alipay
O048679,U05973,P0167,2025-01-14,2,82.93,CreditCard
O048680,U03015,P0114,2025-05-01,2,76.85,CreditCard
O048681,U01775,P0065,2025-06-10,2,72.35,Alipay
O048682,U07640,P0015,2025-03-06,3,37.96,Alipay
O048683,U07638,P0067,2025-06-04,2,21.79,CreditCard
O048684,U03310,P0032,2025-04-24,4,37.27,Wechat
O048685,U09327,P0177,2025-02-01,2,11.32,Wechat
O048686,U04751,P0133,2025-02-10,1,42.85,Wechat
O048687,U06005,P0063,2025-03-25,3,32.23,Alipay
O048688,U01585,P0146,2025-02-20,2,48.82,Alipay
O048689,U04917,P0088,2025-05-12,4,31.73,Alipay
O048690,U05413,P0055,2025-05-22,1,64.7,Wechat
O048691,U02023,P0007,2025-01-09,1,19.79,Wechat
O048692,U02572,P0077,2025-04-03,2,48.84,Alipay
O048693,U09375,P0171,2025-05-12,3,11.98,Wechat
O048694,U08815,P0109,2025-01-17,4,46.6,Wechat
O048695,U06093,P0043,2025-01-10,2,36.86,Wechat
O048696,U08033,P0054,2025-02-15,4,34.2,CreditCard
O048697,U00124,P0081,2025-05-10,1,87.13,CreditCard
O048698,U01750,P0024,2025-02-16,2,70.36,CreditCard
O048699,U07564,P0062,2025-05-17,3,63.96,Wechat
O048700,U04178,P0121,2025-02-04,3,72.71,Alipay
O048701,U01937,P0057,2025-04-26,3,9.71,Alipay
O048702,U06493,P0135,2025-04-03,2,12.86,Alipay
O048703,U09982,P0193,2025-06-13,2,89.46,Alipay
O048704,U03639,P0022,2025-03-13,2,159.72,Alipay
O048705,U07183,P0115,2025-05-14,4,21.2,CreditCard
O048706,U03128,P0194,2025-05-21,1,48.33,Alipay
O048707,U00022,P0168,2025-02-20,3,28.53,Wechat
O048708,U02473,P0027,2025-03-13,2,12.33,Alipay
O048709,U04019,P0193,2025-03-10,2,60.36,Wechat
O048710,U02976,P0050,2025-06-12,3,61.78,Wechat
O048711,U00345,P0023,2025-03-29,2,49.82,Alipay
O048712,U02609,P0108,2025-06-19,3,93.14,CreditCard
O048713,U08101,P0021,2025-01-23,1,63.98,Wechat
O048714,U08295,P0177,2025-02-27,3,119.6,CreditCard
O048715,U09840,P0039,2025-05-18,4,46.2,Wechat
O048716,U03757,P0089,2025-05-07,3,18.47,CreditCard
O048717,U02637,P0007,2025-04-15,1,41.47,CreditCard
O048718,U08504,P0114,2025-05-11,1,20.86,CreditCard
O048719,U08591,P0107,2025-05-06,3,62.4,CreditCard
O048720,U02071,P0146,2025-01-11,4,60.63,Alipay
O048721,U01616,P0188,2025-04-27,3,39.73,CreditCard
O048722,U07303,P0097,2025-05-14,4,72.64,CreditCard
O048723,U02704,P0009,2025-06-21,4,44.55,Wechat
O048724,U07040,P0029,2025-05-30,3,9.56,Alipay
O048725,U04428,P0005,2025-03-05,4,26.81,Wechat
O048726,U00426,P0119,2025-06-07,4,55.08,Alipay
O048727,U02326,P0142,2025-06-07,4,58.49,Alipay
O048728,U02665,P0009,2025-01-01,2,38.06,Alipay
O048729,U06101,P0091,2025-06-01,3,38.1,Wechat
O048730,U07511,P0174,2025-02-28,1,31.79,Wechat
O048731,U06536,P0052,2025-05-25,3,62.26,Wechat
O048732,U02258,P0177,2025-05-08,3,22.16,Wechat
O048733,U07109,P0105,2025-02-15,2,16.12,Alipay
O048734,U06538,P0051,2025-05-07,1,67.23,Wechat
O048735,U01764,P0181,2025-03-04,4,41.88,Wechat
O048736,U01185,P0154,2025-04-10,3,29.22,CreditCard
O048737,U00362,P0157,2025-05-17,2,96.57,CreditCard
O048738,U08029,P0138,2025-06-27,1,43.76,Alipay
O048739,U09298,P0124,2025-02-18,4,42.23,Alipay
O048740,U05605,P0053,2025-01-25,3,32.6,CreditCard
O048741,U08197,P0156,2025-04-19,1,70.03,Wechat
O048742,U00309,P0040,2025-02-20,2,11.98,Alipay
O048743,U03134,P0025,2025-02-28,4,52.1,CreditCard
O048744,U03148,P0200,2025-01-06,3,24.35,Alipay
O048745,U00773,P0003,2025-04-26,3,17.75,CreditCard
O048746,U03012,P0061,2025-04-07,3,16.55,Wechat
O048747,U02014,P0152,2025-03-16,4,32.01,CreditCard
O048748,U02116,P0084,2025-01-26,2,18.41,Alipay
O048749,U03157,P0039,2025-03-19,1,41.72,CreditCard
O048750,U08667,P0182,2025-01-14,4,33.37,Alipay
O048751,U09985,P0097,2025-03-18,3,25.98,Alipay
O048752,U00105,P0119,2025-03-20,2,50.46,CreditCard
O048753,U09229,P0036,2025-06-02,3,38.03,CreditCard
O048754,U03584,P0076,2025-04-21,4,15.27,Alipay
O048755,U01916,P0125,2025-01-20,3,31.65,Wechat
O048756,U04763,P0191,2025-06-29,4,48.02,Alipay
O048757,U02941,P0043,2025-04-19,1,19.76,Wechat
O048758,U06945,P0043,2025-01-31,1,64.6,Alipay
O048759,U04815,P0130,2025-06-02,2,48.99,Alipay
O048760,U06234,P0065,2025-04-19,3,19.05,CreditCard
O048761,U03137,P0132,2025-04-19,4,34.87,Wechat
O048762,U06418,P0174,2025-05-01,3,35.72,CreditCard
O048763,U04835,P0193,2025-03-25,3,57.71,Alipay
O048764,U06277,P0192,2025-03-29,1,95.01,Alipay
O048765,U05741,P0106,2025-06-15,1,56.83,CreditCard
O048766,U09100,P0064,2025-03-22,2,28.64,Alipay
O048767,U04786,P0157,2025-06-21,3,83.65,CreditCard
O048768,U06727,P0063,2025-05-09,4,62.63,CreditCard
O048769,U04278,P0150,2025-05-19,1,29.76,CreditCard
O048770,U07510,P0064,2025-04-27,2,80.43,CreditCard
O048771,U06178,P0109,2025-04-19,4,53.87,Wechat
O048772,U06548,P0153,2025-01-20,2,20.95,Wechat
O048773,U09367,P0076,2025-02-25,3,18.26,Alipay
O048774,U06258,P0180,2025-02-08,1,65.48,Alipay
O048775,U04933,P0006,2025-03-05,3,42.73,Alipay
O048776,U01759,P0194,2025-06-12,4,26.15,CreditCard
O048777,U04057,P0160,2025-04-26,2,100.67,CreditCard
O048778,U07804,P0052,2025-03-26,1,4.56,Wechat
O048779,U07653,P0144,2025-05-12,3,70.04,Alipay
O048780,U03846,P0177,2025-01-21,3,28.97,CreditCard
O048781,U05551,P0038,2025-06-13,1,55.92,CreditCard
O048782,U05956,P0184,2025-06-29,4,12.34,CreditCard
O048783,U01655,P0093,2025-02-27,2,39.64,Wechat
O048784,U03167,P0126,2025-03-25,4,43.95,CreditCard
O048785,U05683,P0158,2025-04-19,1,24.05,Wechat
O048786,U05771,P0146,2025-04-18,3,62.96,Wechat
O048787,U08770,P0192,2025-04-24,1,79.15,Wechat
O048788,U07619,P0009,2025-03-05,4,58.17,CreditCard
O048789,U06010,P0045,2025-04-14,3,26.89,CreditCard
O048790,U03521,P0152,2025-01-25,3,66.35,Wechat
O048791,U01425,P0022,2025-04-13,3,139.14,CreditCard
O048792,U04084,P0074,2025-03-09,3,39.65,CreditCard
O048793,U00049,P0187,2025-02-06,3,101.18,CreditCard
O048794,U03222,P0128,2025-05-29,4,67.15,Alipay
O048795,U03661,P0102,2025-06-07,4,27.38,Alipay
O048796,U06558,P0038,2025-05-24,3,49.72,Alipay
O048797,U07184,P0179,2025-01-09,3,25.45,CreditCard
O048798,U06673,P0057,2025-04-22,4,47.81,CreditCard
O048799,U09338,P0078,2025-04-22,3,15.98,Alipay
O048800,U09677,P0017,2025-01-13,4,21.49,Wechat
O048801,U04208,P0129,2025-03-21,4,170.75,Alipay
O048802,U03880,P0125,2025-04-29,2,21.98,Alipay
O048803,U03103,P0150,2025-05-17,3,40.16,Alipay
O048804,U02853,P0143,2025-06-26,2,35.38,Wechat
O048805,U06798,P0189,2025-04-17,1,3.88,Wechat
O048806,U06955,P0073,2025-06-07,1,58.65,Alipay
O048807,U02607,P0090,2025-02-23,2,47.9,Wechat
O048808,U00544,P0086,2025-06-03,4,13.81,Alipay
O048809,U03305,P0090,2025-05-28,4,113.48,CreditCard
O048810,U03817,P0150,2025-03-04,4,32.17,Wechat
O048811,U01862,P0064,2025-04-01,2,39.94,Alipay
O048812,U06803,P0058,2025-03-22,4,41.55,Alipay
O048813,U00725,P0174,2025-04-21,1,24.31,CreditCard
O048814,U00091,P0164,2025-06-24,1,15.08,Wechat
O048815,U03111,P0134,2025-05-04,2,73.62,Wechat
O048816,U02336,P0030,2025-04-25,2,34.79,Alipay
O048817,U02504,P0125,2025-04-08,3,33.93,Alipay
O048818,U01472,P0132,2025-04-13,2,40.18,CreditCard
O048819,U01923,P0051,2025-03-25,4,37.13,CreditCard
O048820,U01066,P0178,2025-06-23,4,31.86,CreditCard
O048821,U02253,P0169,2025-03-02,1,25.51,Alipay
O048822,U05649,P0194,2025-03-16,4,24.54,Alipay
O048823,U09480,P0161,2025-02-19,1,24.88,Wechat
O048824,U01931,P0071,2025-04-22,2,9.77,Wechat
O048825,U06146,P0018,2025-02-01,1,33.66,Alipay
O048826,U07240,P0157,2025-03-23,4,7.06,CreditCard
O048827,U07658,P0031,2025-01-29,2,37.65,Alipay
O048828,U01944,P0025,2025-05-28,1,33.8,CreditCard
O048829,U05528,P0182,2025-03-09,1,33.79,Wechat
O048830,U08727,P0035,2025-06-28,3,10.86,CreditCard
O048831,U01490,P0105,2025-01-17,2,53.71,Wechat
O048832,U09255,P0092,2025-02-27,1,66.35,CreditCard
O048833,U01694,P0150,2025-02-25,1,38.14,CreditCard
O048834,U08188,P0133,2025-03-15,2,47.68,Wechat
O048835,U01861,P0038,2025-01-24,4,47.1,CreditCard
O048836,U09913,P0094,2025-05-14,2,44.99,Wechat
O048837,U03854,P0026,2025-05-31,1,40.45,Wechat
O048838,U03664,P0023,2025-02-24,1,21.93,CreditCard
O048839,U02954,P0200,2025-06-06,4,30.56,Wechat
O048840,U08734,P0124,2025-03-27,1,17.22,Alipay
O048841,U04511,P0071,2025-06-04,1,42.59,Alipay
O048842,U00630,P0114,2025-06-13,1,72.29,Alipay
O048843,U07670,P0180,2025-02-07,4,55.78,Alipay
O048844,U05924,P0161,2025-05-02,3,36.3,CreditCard
O048845,U02639,P0100,2025-02-06,4,23.26,Alipay
O048846,U04090,P0027,2025-03-25,1,59.33,Wechat
O048847,U03834,P0054,2025-05-06,4,13.41,Alipay
O048848,U09903,P0159,2025-06-14,3,30.76,Wechat
O048849,U09375,P0071,2025-03-14,3,75.54,Alipay
O048850,U03986,P0109,2025-05-20,4,30.1,Wechat
O048851,U00661,P0123,2025-02-26,4,62.43,CreditCard
O048852,U04388,P0098,2025-06-28,2,85.62,Alipay
O048853,U09722,P0170,2025-02-16,2,106.5,Alipay
O048854,U07533,P0128,2025-05-08,3,37.69,Wechat
O048855,U07979,P0011,2025-06-09,1,59.39,CreditCard
O048856,U07380,P0163,2025-05-26,3,33.35,CreditCard
O048857,U08263,P0171,2025-03-26,4,54.15,Alipay
O048858,U01060,P0136,2025-04-15,1,25.86,Wechat
O048859,U05964,P0114,2025-06-04,4,9.65,Wechat
O048860,U07927,P0192,2025-04-10,2,8.67,CreditCard
O048861,U02274,P0164,2025-06-17,2,90.06,CreditCard
O048862,U08060,P0090,2025-03-18,3,28.53,Wechat
O048863,U06066,P0097,2025-04-14,2,37.3,Alipay
O048864,U09872,P0065,2025-06-07,3,18.06,Alipay
O048865,U01428,P0158,2025-04-01,3,38.72,Wechat
O048866,U02680,P0085,2025-04-02,3,64.2,CreditCard
O048867,U07610,P0149,2025-05-28,4,30.48,CreditCard
O048868,U00310,P0031,2025-06-04,4,46.4,CreditCard
O048869,U00546,P0033,2025-01-11,3,48.9,Wechat
O048870,U07676,P0158,2025-02-24,3,48.22,CreditCard
O048871,U09517,P0127,2025-01-16,2,68.0,Alipay
O048872,U05412,P0115,2025-01-22,4,43.76,CreditCard
O048873,U07896,P0159,2025-04-10,1,24.95,CreditCard
O048874,U02445,P0038,2025-03-03,4,24.58,Alipay
O048875,U08570,P0163,2025-01-21,1,40.72,Wechat
O048876,U09155,P0082,2025-06-01,4,62.69,Alipay
O048877,U01956,P0061,2025-02-05,1,62.2,Alipay
O048878,U00008,P0147,2025-02-10,4,34.28,Alipay
O048879,U09277,P0070,2025-04-16,1,62.09,Wechat
O048880,U01123,P0052,2025-06-09,1,53.67,Wechat
O048881,U02593,P0163,2025-04-02,2,42.63,Alipay
O048882,U01592,P0027,2025-02-28,3,110.67,Alipay
O048883,U01903,P0142,2025-04-09,2,127.41,Alipay
O048884,U01240,P0092,2025-05-26,3,28.54,Wechat
O048885,U07956,P0009,2025-02-27,4,76.03,Alipay
O048886,U07126,P0044,2025-06-14,1,51.34,CreditCard
O048887,U09323,P0173,2025-05-21,4,22.62,Wechat
O048888,U04958,P0076,2025-06-04,1,19.89,Alipay
O048889,U09439,P0061,2025-03-26,3,13.12,CreditCard
O048890,U02382,P0084,2025-01-13,3,41.32,CreditCard
O048891,U07543,P0123,2025-04-01,4,122.45,Alipay
O048892,U02849,P0087,2025-04-02,3,81.99,Alipay
O048893,U09815,P0026,2025-01-21,1,94.12,Wechat
O048894,U08517,P0098,2025-06-12,3,30.04,CreditCard
O048895,U03532,P0144,2025-04-15,2,59.6,CreditCard
O048896,U06974,P0076,2025-01-18,4,33.69,Alipay
O048897,U02493,P0111,2025-06-26,1,74.37,Wechat
O048898,U01218,P0192,2025-05-05,3,36.64,Wechat
O048899,U07758,P0095,2025-02-09,2,42.96,Alipay
O048900,U03314,P0107,2025-05-08,1,87.56,CreditCard
O048901,U08634,P0076,2025-03-29,4,31.72,Alipay
O048902,U06972,P0192,2025-06-16,1,54.07,Alipay
O048903,U06340,P0029,2025-03-05,2,68.08,CreditCard
O048904,U09862,P0173,2025-02-04,2,36.38,Alipay
O048905,U07804,P0169,2025-03-10,1,42.02,CreditCard
O048906,U02571,P0107,2025-02-06,3,89.61,Alipay
O048907,U07687,P0118,2025-01-19,4,27.92,Alipay
O048908,U07553,P0100,2025-05-12,3,60.78,Alipay
O048909,U02178,P0134,2025-01-30,2,59.08,Wechat
O048910,U09481,P0047,2025-04-08,2,59.68,CreditCard
O048911,U09698,P0034,2025-02-09,1,39.87,CreditCard
O048912,U08093,P0008,2025-01-12,1,7.41,Wechat
O048913,U03321,P0178,2025-01-09,3,49.62,Wechat
O048914,U07850,P0188,2025-05-06,2,61.12,CreditCard
O048915,U01236,P0065,2025-03-28,1,19.14,CreditCard
O048916,U05929,P0162,2025-02-13,2,9.39,Alipay
O048917,U05954,P0086,2025-03-16,3,73.6,Wechat
O048918,U07175,P0111,2025-03-06,3,90.32,CreditCard
O048919,U07938,P0086,2025-05-09,3,62.84,Alipay
O048920,U05103,P0012,2025-06-11,3,62.12,CreditCard
O048921,U00103,P0186,2025-04-14,3,21.73,CreditCard
O048922,U01782,P0177,2025-05-28,2,34.26,CreditCard
O048923,U00239,P0078,2025-04-23,4,23.95,CreditCard
O048924,U03578,P0155,2025-01-12,2,57.78,Wechat
O048925,U05652,P0030,2025-02-14,2,26.82,Wechat
O048926,U07112,P0160,2025-04-02,3,45.8,Alipay
O048927,U05953,P0049,2025-05-22,2,39.93,Wechat
O048928,U01349,P0008,2025-06-14,4,95.22,Wechat
O048929,U00138,P0161,2025-05-25,3,37.41,CreditCard
O048930,U05233,P0093,2025-04-21,3,35.51,Wechat
O048931,U01285,P0015,2025-02-20,1,47.57,Wechat
O048932,U06680,P0065,2025-06-13,4,65.46,Wechat
O048933,U08367,P0008,2025-03-31,4,44.63,CreditCard
O048934,U03225,P0043,2025-03-20,3,28.66,Alipay
O048935,U01427,P0191,2025-05-08,4,32.61,CreditCard
O048936,U06084,P0185,2025-05-11,4,19.38,Alipay
O048937,U08017,P0009,2025-03-18,1,23.43,Alipay
O048938,U02402,P0053,2025-02-18,1,19.19,CreditCard
O048939,U00453,P0025,2025-03-15,1,54.76,CreditCard
O048940,U06262,P0001,2025-04-02,3,59.68,Wechat
O048941,U03049,P0145,2025-01-03,2,28.76,Alipay
O048942,U02766,P0149,2025-03-03,3,100.49,Wechat
O048943,U00299,P0108,2025-06-26,1,44.61,CreditCard
O048944,U07694,P0180,2025-05-27,3,68.16,Alipay
O048945,U07285,P0185,2025-06-17,4,98.72,CreditCard
O048946,U07372,P0166,2025-06-22,1,75.42,Alipay
O048947,U03059,P0107,2025-03-13,1,27.39,Wechat
O048948,U05084,P0200,2025-04-01,1,77.98,Wechat
O048949,U06629,P0043,2025-03-16,3,92.86,Alipay
O048950,U04988,P0170,2025-06-16,2,68.1,Alipay
O048951,U01358,P0094,2025-06-18,2,31.59,CreditCard
O048952,U09269,P0176,2025-02-22,2,15.39,CreditCard
O048953,U04914,P0176,2025-03-29,4,11.72,CreditCard
O048954,U07894,P0090,2025-01-21,4,34.45,Alipay
O048955,U01459,P0058,2025-05-13,2,62.58,Alipay
O048956,U06990,P0144,2025-02-09,1,18.46,Wechat
O048957,U05293,P0079,2025-03-31,4,82.66,CreditCard
O048958,U08002,P0018,2025-03-06,4,19.45,Wechat
O048959,U00745,P0029,2025-02-20,4,60.44,Alipay
O048960,U01781,P0135,2025-02-17,3,64.42,Wechat
O048961,U04836,P0140,2025-05-22,4,59.43,Alipay
O048962,U02207,P0150,2025-02-24,3,53.49,Wechat
O048963,U09697,P0137,2025-05-30,1,48.29,CreditCard
O048964,U02586,P0093,2025-02-19,3,94.53,CreditCard
O048965,U04456,P0074,2025-01-30,4,27.09,CreditCard
O048966,U04331,P0162,2025-02-15,1,16.76,Wechat
O048967,U00438,P0018,2025-05-25,2,15.81,Wechat
O048968,U06338,P0075,2025-02-07,3,30.25,Wechat
O048969,U05213,P0157,2025-05-19,1,7.26,Alipay
O048970,U08752,P0184,2025-05-14,3,74.09,CreditCard
O048971,U04400,P0070,2025-01-13,4,47.7,Wechat
O048972,U00696,P0088,2025-02-25,2,21.95,Alipay
O048973,U09003,P0135,2025-02-10,3,75.49,Alipay
O048974,U07353,P0094,2025-01-06,4,30.27,Wechat
O048975,U05932,P0098,2025-03-06,4,64.73,Alipay
O048976,U09244,P0083,2025-04-25,2,88.53,Wechat
O048977,U01421,P0156,2025-02-05,1,21.12,Wechat
O048978,U02293,P0027,2025-03-21,1,51.75,Wechat
O048979,U01556,P0013,2025-03-04,3,36.6,Wechat
O048980,U02201,P0162,2025-01-27,1,40.82,CreditCard
O048981,U06370,P0004,2025-04-26,2,18.38,CreditCard
O048982,U03985,P0089,2025-04-11,4,34.51,Wechat
O048983,U03508,P0024,2025-05-31,4,8.03,Wechat
O048984,U01056,P0078,2025-02-04,3,42.6,Wechat
O048985,U01090,P0112,2025-06-15,2,10.53,Wechat
O048986,U05108,P0025,2025-02-08,2,31.0,Alipay
O048987,U02693,P0057,2025-01-27,3,36.43,CreditCard
O048988,U05627,P0001,2025-05-13,1,31.75,Wechat
O048989,U01759,P0021,2025-06-11,2,72.08,Alipay
O048990,U08794,P0152,2025-02-23,2,23.38,CreditCard
O048991,U02552,P0120,2025-06-22,2,54.33,CreditCard
O048992,U07661,P0029,2025-02-15,4,21.96,Alipay
O048993,U01042,P0116,2025-05-10,2,46.78,Wechat
O048994,U01933,P0096,2025-01-29,1,32.77,Alipay
O048995,U02472,P0076,2025-01-19,1,30.66,Wechat
O048996,U02870,P0082,2025-01-11,2,74.8,Wechat
O048997,U03659,P0152,2025-01-23,3,36.55,Wechat
O048998,U05374,P0128,2025-01-16,1,58.36,CreditCard
O048999,U09754,P0134,2025-06-27,1,59.43,Alipay
O049000,U04272,P0171,2025-01-01,4,71.72,Alipay
O049001,U05185,P0136,2025-05-02,1,43.81,Alipay
O049002,U04646,P0001,2025-01-01,4,68.89,CreditCard
O049003,U08351,P0007,2025-02-18,4,40.17,Alipay
O049004,U01645,P0101,2025-05-21,2,30.06,Wechat
O049005,U06579,P0012,2025-03-01,2,33.28,Wechat
O049006,U05131,P0095,2025-06-26,1,6.49,CreditCard
O049007,U04938,P0115,2025-05-12,3,113.02,CreditCard
O049008,U01672,P0199,2025-05-31,1,17.09,CreditCard
O049009,U01010,P0062,2025-05-30,4,123.18,Alipay
O049010,U01480,P0067,2025-01-30,3,51.1,Wechat
O049011,U05695,P0174,2025-05-18,4,46.16,Wechat
O049012,U06514,P0200,2025-01-09,1,119.43,Alipay
O049013,U08334,P0092,2025-03-10,1,48.7,Alipay
O049014,U00613,P0189,2025-01-02,4,33.8,Alipay
O049015,U06314,P0036,2025-06-29,3,38.05,CreditCard
O049016,U09403,P0172,2025-06-23,4,41.8,Wechat
O049017,U02108,P0082,2025-06-15,3,44.74,CreditCard
O049018,U01974,P0021,2025-01-01,4,14.73,Wechat
O049019,U07722,P0056,2025-01-20,3,72.23,CreditCard
O049020,U02417,P0151,2025-06-28,4,41.0,Alipay
O049021,U02437,P0168,2025-01-09,2,42.31,Alipay
O049022,U01306,P0109,2025-05-03,4,43.79,Wechat
O049023,U03033,P0048,2025-05-18,2,15.47,CreditCard
O049024,U02852,P0132,2025-01-09,2,83.07,CreditCard
O049025,U07111,P0159,2025-05-16,4,21.2,Alipay
O049026,U08567,P0017,2025-03-14,1,19.4,Wechat
O049027,U06966,P0013,2025-05-12,2,55.81,CreditCard
O049028,U07403,P0023,2025-02-06,2,19.08,Alipay
O049029,U08616,P0108,2025-02-07,2,97.54,Wechat
O049030,U00170,P0198,2025-04-05,4,44.21,Wechat
O049031,U06757,P0146,2025-03-28,3,43.29,CreditCard
O049032,U09770,P0176,2025-06-18,4,21.65,CreditCard
O049033,U05050,P0065,2025-02-05,1,46.36,CreditCard
O049034,U09074,P0177,2025-04-18,4,19.95,Alipay
O049035,U09032,P0183,2025-04-02,1,114.23,Alipay
O049036,U05906,P0004,2025-03-04,3,51.72,Alipay
O049037,U07260,P0173,2025-02-08,4,38.66,CreditCard
O049038,U02907,P0172,2025-05-12,4,59.29,CreditCard
O049039,U03655,P0128,2025-06-18,2,102.84,Alipay
O049040,U02912,P0119,2025-03-02,1,67.11,Alipay
O049041,U03036,P0122,2025-03-12,1,29.42,Wechat
O049042,U00364,P0155,2025-03-14,4,34.38,Wechat
O049043,U03097,P0065,2025-01-30,4,35.15,CreditCard
O049044,U04303,P0011,2025-04-07,2,52.86,Wechat
O049045,U01187,P0084,2025-02-19,2,52.57,CreditCard
O049046,U08228,P0120,2025-03-22,3,23.77,Alipay
O049047,U01756,P0061,2025-02-25,2,17.95,Alipay
O049048,U07248,P0124,2025-05-09,3,106.27,Alipay
O049049,U06527,P0135,2025-02-09,3,49.42,Alipay
O049050,U01378,P0173,2025-05-19,4,16.06,Wechat
O049051,U03122,P0136,2025-06-09,1,3.8,CreditCard
O049052,U04466,P0192,2025-01-21,1,62.74,Alipay
O049053,U03526,P0160,2025-05-24,1,51.98,Alipay
O049054,U01637,P0180,2025-03-16,4,41.55,Alipay
O049055,U06716,P0179,2025-05-09,3,53.75,Wechat
O049056,U06573,P0024,2025-05-16,1,59.95,Wechat
O049057,U06553,P0165,2025-06-22,3,17.96,Wechat
O049058,U01562,P0168,2025-04-09,1,80.85,Wechat
O049059,U07380,P0034,2025-06-28,4,13.26,Wechat
O049060,U08987,P0176,2025-01-26,1,55.86,CreditCard
O049061,U05316,P0066,2025-02-16,2,39.89,Alipay
O049062,U03801,P0138,2025-06-04,3,102.06,Alipay
O049063,U05724,P0181,2025-05-19,3,22.52,Wechat
O049064,U01280,P0176,2025-04-26,1,46.61,CreditCard
O049065,U07228,P0037,2025-02-20,1,40.95,CreditCard
O049066,U04303,P0106,2025-03-26,4,45.63,Wechat
O049067,U01556,P0006,2025-05-22,4,39.22,CreditCard
O049068,U06206,P0122,2025-02-21,1,110.34,Wechat
O049069,U08822,P0137,2025-05-09,2,75.11,Alipay
O049070,U08197,P0140,2025-03-18,1,52.48,Alipay
O049071,U02193,P0006,2025-03-02,1,82.72,CreditCard
O049072,U06226,P0159,2025-02-08,3,113.2,Alipay
O049073,U01802,P0074,2025-04-18,2,6.41,CreditCard
O049074,U08255,P0066,2025-04-28,2,23.53,Alipay
O049075,U05717,P0153,2025-03-28,3,55.76,Alipay
O049076,U08681,P0079,2025-06-28,1,48.78,CreditCard
O049077,U08370,P0109,2025-03-26,1,24.13,Alipay
O049078,U06044,P0080,2025-06-02,3,30.97,Alipay
O049079,U08768,P0053,2025-06-26,1,94.46,Wechat
O049080,U09650,P0050,2025-01-28,1,67.14,Wechat
O049081,U06862,P0122,2025-01-09,4,26.86,CreditCard
O049082,U03390,P0014,2025-02-06,3,22.05,CreditCard
O049083,U06367,P0041,2025-03-26,3,33.64,Wechat
O049084,U06149,P0155,2025-05-18,1,45.14,Alipay
O049085,U07417,P0166,2025-01-05,3,37.66,Alipay
O049086,U02981,P0073,2025-05-02,4,19.16,Wechat
O049087,U08228,P0069,2025-05-17,1,26.01,Alipay
O049088,U06936,P0069,2025-04-09,4,41.11,Wechat
O049089,U04690,P0071,2025-04-24,1,32.55,Wechat
O049090,U03510,P0103,2025-05-21,2,57.21,Wechat
O049091,U01116,P0118,2025-03-01,3,68.53,Alipay
O049092,U09101,P0063,2025-01-19,3,46.24,Alipay
O049093,U04625,P0104,2025-03-01,4,20.86,CreditCard
O049094,U05613,P0046,2025-04-06,3,106.44,Alipay
O049095,U00523,P0163,2025-06-11,4,63.39,Wechat
O049096,U03548,P0082,2025-04-17,3,19.4,Alipay
O049097,U04618,P0084,2025-04-20,1,51.32,Alipay
O049098,U04515,P0166,2025-03-27,4,74.54,Wechat
O049099,U04889,P0077,2025-02-25,2,31.21,Wechat
O049100,U05885,P0166,2025-02-22,3,57.56,Alipay
O049101,U05091,P0056,2025-06-07,1,46.0,CreditCard
O049102,U06652,P0133,2025-01-17,2,44.13,Wechat
O049103,U09405,P0066,2025-03-30,1,48.15,Alipay
O049104,U06084,P0164,2025-06-20,4,46.76,CreditCard
O049105,U03147,P0137,2025-01-21,3,31.2,CreditCard
